target_id,cluster_id,seq_len,bank,setting,best5_tm
8ONY_5,8ONY_5,156,Thesis-3T+2D,Raw,0.16927
8ONY_5,8ONY_5,156,Thesis-3T+2D,John_original,0.16713
8ONY_5,8ONY_5,156,Thesis-3T+2D,John_fixed,0.16942
8ONY_5,8ONY_5,156,Thesis-3T+2D,Simple,0.16975
8ONY_5,8ONY_5,156,Thesis-3T+2D,Geometry,0.17001
8ONZ_1,8ONZ_1,270,J-controlled,Raw,0.55881
8ONZ_1,8ONZ_1,270,J-controlled,John_original,0.54156
8ONZ_1,8ONZ_1,270,J-controlled,John_fixed,0.54104
8ONZ_1,8ONZ_1,270,J-controlled,Simple,0.55619
8ONZ_1,8ONZ_1,270,J-controlled,Geometry,0.55906
8ONZ_1,8ONZ_1,270,Thesis-3T+2D,Raw,0.55346
8ONZ_1,8ONZ_1,270,Thesis-3T+2D,John_original,0.54225
8ONZ_1,8ONZ_1,270,Thesis-3T+2D,John_fixed,0.53791
8ONZ_1,8ONZ_1,270,Thesis-3T+2D,Simple,0.5534
8ONZ_1,8ONZ_1,270,Thesis-3T+2D,Geometry,0.55345
8OPT_D,8OPT_D,54,J-controlled,Raw,0.40062
8OPT_D,8OPT_D,54,J-controlled,John_original,0.40496
8OPT_D,8OPT_D,54,J-controlled,John_fixed,0.40962
8OPT_D,8OPT_D,54,J-controlled,Simple,0.3996
8OPT_D,8OPT_D,54,J-controlled,Geometry,0.39963
8OPT_D,8OPT_D,54,Thesis-3T+2D,Raw,0.40125
8OPT_D,8OPT_D,54,Thesis-3T+2D,John_original,0.40656
8OPT_D,8OPT_D,54,Thesis-3T+2D,John_fixed,0.41119
8OPT_D,8OPT_D,54,Thesis-3T+2D,Simple,0.40151
8OPT_D,8OPT_D,54,Thesis-3T+2D,Geometry,0.40121
8P7X_7,8P7X_7,75,J-controlled,Raw,0.87581
8P7X_7,8P7X_7,75,J-controlled,John_original,0.87305
8P7X_7,8P7X_7,75,J-controlled,John_fixed,0.85811
8P7X_7,8P7X_7,75,J-controlled,Simple,0.87345
8P7X_7,8P7X_7,75,J-controlled,Geometry,0.87695
8P7X_7,8P7X_7,75,Thesis-3T+2D,Raw,0.87288
8P7X_7,8P7X_7,75,Thesis-3T+2D,John_original,0.8692
8P7X_7,8P7X_7,75,Thesis-3T+2D,John_fixed,0.85465
8P7X_7,8P7X_7,75,Thesis-3T+2D,Simple,0.87111
8P7X_7,8P7X_7,75,Thesis-3T+2D,Geometry,0.87501
8P8B_5,8P8B_5,30,J-controlled,Raw,0.20432
8P8B_5,8P8B_5,30,J-controlled,John_original,0.22024
8P8B_5,8P8B_5,30,J-controlled,John_fixed,0.22168
8P8B_5,8P8B_5,30,J-controlled,Simple,0.21942
8P8B_5,8P8B_5,30,J-controlled,Geometry,0.21777
8P8B_5,8P8B_5,30,Thesis-3T+2D,Raw,0.19191
8P8B_5,8P8B_5,30,Thesis-3T+2D,John_original,0.22854
8P8B_5,8P8B_5,30,Thesis-3T+2D,John_fixed,0.22861
8P8B_5,8P8B_5,30,Thesis-3T+2D,Simple,0.22367
8P8B_5,8P8B_5,30,Thesis-3T+2D,Geometry,0.2253
8PM0_V,8PM0_V,31,J-controlled,Raw,0.38494
8PM0_V,8PM0_V,31,J-controlled,John_original,0.36791
8PM0_V,8PM0_V,31,J-controlled,John_fixed,0.31989
8PM0_V,8PM0_V,31,J-controlled,Simple,0.36602
8PM0_V,8PM0_V,31,J-controlled,Geometry,0.38484
8PM0_V,8PM0_V,31,Thesis-3T+2D,Raw,0.36212
8PM0_V,8PM0_V,31,Thesis-3T+2D,John_original,0.33046
8PM0_V,8PM0_V,31,Thesis-3T+2D,John_fixed,0.29039
8PM0_V,8PM0_V,31,Thesis-3T+2D,Simple,0.32975
8PM0_V,8PM0_V,31,Thesis-3T+2D,Geometry,0.35569
8Q6N_A,8Q6N_A,46,J-controlled,Raw,0.55527
8Q6N_A,8Q6N_A,46,J-controlled,John_original,0.54885
8Q6N_A,8Q6N_A,46,J-controlled,John_fixed,0.52463
8Q6N_A,8Q6N_A,46,J-controlled,Simple,0.54793
8Q6N_A,8Q6N_A,46,J-controlled,Geometry,0.55666
8Q6N_A,8Q6N_A,46,Thesis-3T+2D,Raw,0.60274
8Q6N_A,8Q6N_A,46,Thesis-3T+2D,John_original,0.59796
8Q6N_A,8Q6N_A,46,Thesis-3T+2D,John_fixed,0.58151
8Q6N_A,8Q6N_A,46,Thesis-3T+2D,Simple,0.59634
8Q6N_A,8Q6N_A,46,Thesis-3T+2D,Geometry,0.60203
8QBK_Q,8QBK_Q,85,J-controlled,Raw,0.27247
8QBK_Q,8QBK_Q,85,J-controlled,John_original,0.24492
8QBK_Q,8QBK_Q,85,J-controlled,John_fixed,0.24472
8QBK_Q,8QBK_Q,85,J-controlled,Simple,0.27189
8QBK_Q,8QBK_Q,85,J-controlled,Geometry,0.27192
8QBK_Q,8QBK_Q,85,Thesis-3T+2D,Raw,0.31689
8QBK_Q,8QBK_Q,85,Thesis-3T+2D,John_original,0.32583
8QBK_Q,8QBK_Q,85,Thesis-3T+2D,John_fixed,0.33162
8QBK_Q,8QBK_Q,85,Thesis-3T+2D,Simple,0.31748
8QBK_Q,8QBK_Q,85,Thesis-3T+2D,Geometry,0.31753
8QBL_L,8QBL_L,37,J-controlled,Raw,0.14081
8QBL_L,8QBL_L,37,J-controlled,John_original,0.1457
8QBL_L,8QBL_L,37,J-controlled,John_fixed,0.14612
8QBL_L,8QBL_L,37,J-controlled,Simple,0.14347
8QBL_L,8QBL_L,37,J-controlled,Geometry,0.14561
8QBL_L,8QBL_L,37,Thesis-3T+2D,Raw,0.13874
8QBL_L,8QBL_L,37,Thesis-3T+2D,John_original,0.12639
8QBL_L,8QBL_L,37,Thesis-3T+2D,John_fixed,0.15414
8QBL_L,8QBL_L,37,Thesis-3T+2D,Simple,0.14312
8QBL_L,8QBL_L,37,Thesis-3T+2D,Geometry,0.14085
8QO2_A,8QO2_A,222,J-controlled,Raw,0.20968
8QO2_A,8QO2_A,222,J-controlled,John_original,0.22407
8QO2_A,8QO2_A,222,J-controlled,John_fixed,0.22294
8QO2_A,8QO2_A,222,J-controlled,Simple,0.19135
8QO2_A,8QO2_A,222,J-controlled,Geometry,0.21998
8QO2_A,8QO2_A,222,Thesis-3T+2D,Raw,0.29719
8QO2_A,8QO2_A,222,Thesis-3T+2D,John_original,0.29778
8QO2_A,8QO2_A,222,Thesis-3T+2D,John_fixed,0.29742
8QO2_A,8QO2_A,222,Thesis-3T+2D,Simple,0.29716
8QO2_A,8QO2_A,222,Thesis-3T+2D,Geometry,0.29679
8QO3_A,8QO3_A,118,J-controlled,Raw,0.31
8QO3_A,8QO3_A,118,J-controlled,John_original,0.28315
8QO3_A,8QO3_A,118,J-controlled,John_fixed,0.29865
8QO3_A,8QO3_A,118,J-controlled,Simple,0.30238
8QO3_A,8QO3_A,118,J-controlled,Geometry,0.3039
8QO3_A,8QO3_A,118,Thesis-3T+2D,Raw,0.45792
8QO3_A,8QO3_A,118,Thesis-3T+2D,John_original,0.45377
8QO3_A,8QO3_A,118,Thesis-3T+2D,John_fixed,0.4597
8QO3_A,8QO3_A,118,Thesis-3T+2D,Simple,0.46071
8QO3_A,8QO3_A,118,Thesis-3T+2D,Geometry,0.46249
8R7N_A,8R7N_A,135,J-controlled,Raw,0.7892
8R7N_A,8R7N_A,135,J-controlled,John_original,0.78619
8R7N_A,8R7N_A,135,J-controlled,John_fixed,0.78362
8R7N_A,8R7N_A,135,J-controlled,Simple,0.78979
8R7N_A,8R7N_A,135,J-controlled,Geometry,0.78621
8R7N_A,8R7N_A,135,Thesis-3T+2D,Raw,0.79221
8R7N_A,8R7N_A,135,Thesis-3T+2D,John_original,0.78971
8R7N_A,8R7N_A,135,Thesis-3T+2D,John_fixed,0.78686
8R7N_A,8R7N_A,135,Thesis-3T+2D,Simple,0.79239
8R7N_A,8R7N_A,135,Thesis-3T+2D,Geometry,0.7936
8RDV_V,8RDV_V,76,J-controlled,Raw,0.41686
8RDV_V,8RDV_V,76,J-controlled,John_original,0.41481
8RDV_V,8RDV_V,76,J-controlled,John_fixed,0.40848
8RDV_V,8RDV_V,76,J-controlled,Simple,0.41668
8RDV_V,8RDV_V,76,J-controlled,Geometry,0.41898
8RDV_V,8RDV_V,76,Thesis-3T+2D,Raw,0.15176
8RDV_V,8RDV_V,76,Thesis-3T+2D,John_original,0.1354
8RDV_V,8RDV_V,76,Thesis-3T+2D,John_fixed,0.14331
8RDV_V,8RDV_V,76,Thesis-3T+2D,Simple,0.15062
8RDV_V,8RDV_V,76,Thesis-3T+2D,Geometry,0.15094
8RG0_A,8RG0_A,121,J-controlled,Raw,0.19874
8RG0_A,8RG0_A,121,J-controlled,John_original,0.20024
8RG0_A,8RG0_A,121,J-controlled,John_fixed,0.20022
8RG0_A,8RG0_A,121,J-controlled,Simple,0.20164
8RG0_A,8RG0_A,121,J-controlled,Geometry,0.19289
8RG0_A,8RG0_A,121,Thesis-3T+2D,Raw,0.22269
8RG0_A,8RG0_A,121,Thesis-3T+2D,John_original,0.19869
8RG0_A,8RG0_A,121,Thesis-3T+2D,John_fixed,0.20323
8RG0_A,8RG0_A,121,Thesis-3T+2D,Simple,0.22445
8RG0_A,8RG0_A,121,Thesis-3T+2D,Geometry,0.22372
8RO0_5,8RO1_5,121,J-controlled,Raw,0.68002
8RO0_5,8RO1_5,121,J-controlled,John_original,0.67773
8RO0_5,8RO1_5,121,J-controlled,John_fixed,0.67325
8RO0_5,8RO1_5,121,J-controlled,Simple,0.68045
8RO0_5,8RO1_5,121,J-controlled,Geometry,0.68106
8RO0_5,8RO1_5,121,Thesis-3T+2D,Raw,0.62508
8RO0_5,8RO1_5,121,Thesis-3T+2D,John_original,0.62046
8RO0_5,8RO1_5,121,Thesis-3T+2D,John_fixed,0.61612
8RO0_5,8RO1_5,121,Thesis-3T+2D,Simple,0.62089
8RO0_5,8RO1_5,121,Thesis-3T+2D,Geometry,0.6258
8RO1_5,8RO1_5,112,J-controlled,Raw,0.59802
8RO1_5,8RO1_5,112,J-controlled,John_original,0.60018
8RO1_5,8RO1_5,112,J-controlled,John_fixed,0.60336
8RO1_5,8RO1_5,112,J-controlled,Simple,0.60155
8RO1_5,8RO1_5,112,J-controlled,Geometry,0.60002
8RO1_5,8RO1_5,112,Thesis-3T+2D,Raw,0.59904
8RO1_5,8RO1_5,112,Thesis-3T+2D,John_original,0.59816
8RO1_5,8RO1_5,112,Thesis-3T+2D,John_fixed,0.59733
8RO1_5,8RO1_5,112,Thesis-3T+2D,Simple,0.599
8RO1_5,8RO1_5,112,Thesis-3T+2D,Geometry,0.59991
8SD0_B,8SD0_B,32,J-controlled,Raw,0.56189
8SD0_B,8SD0_B,32,J-controlled,John_original,0.53966
8SD0_B,8SD0_B,32,J-controlled,John_fixed,0.45097
8SD0_B,8SD0_B,32,J-controlled,Simple,0.55745
8SD0_B,8SD0_B,32,J-controlled,Geometry,0.562
8SD0_B,8SD0_B,32,Thesis-3T+2D,Raw,0.56648
8SD0_B,8SD0_B,32,Thesis-3T+2D,John_original,0.54299
8SD0_B,8SD0_B,32,Thesis-3T+2D,John_fixed,0.43718
8SD0_B,8SD0_B,32,Thesis-3T+2D,Simple,0.54686
8SD0_B,8SD0_B,32,Thesis-3T+2D,Geometry,0.56509
8SFP_B,8SFP_B,48,J-controlled,Raw,0.66593
8SFP_B,8SFP_B,48,J-controlled,John_original,0.65913
8SFP_B,8SFP_B,48,J-controlled,John_fixed,0.62996
8SFP_B,8SFP_B,48,J-controlled,Simple,0.66766
8SFP_B,8SFP_B,48,J-controlled,Geometry,0.66977
8SFP_B,8SFP_B,48,Thesis-3T+2D,Raw,0.60647
8SFP_B,8SFP_B,48,Thesis-3T+2D,John_original,0.57665
8SFP_B,8SFP_B,48,Thesis-3T+2D,John_fixed,0.55935
8SFP_B,8SFP_B,48,Thesis-3T+2D,Simple,0.59819
8SFP_B,8SFP_B,48,Thesis-3T+2D,Geometry,0.60654
8SYK_B,8SYK_B,107,J-controlled,Raw,0.36854
8SYK_B,8SYK_B,107,J-controlled,John_original,0.36514
8SYK_B,8SYK_B,107,J-controlled,John_fixed,0.34835
8SYK_B,8SYK_B,107,J-controlled,Simple,0.36818
8SYK_B,8SYK_B,107,J-controlled,Geometry,0.36906
8SYK_B,8SYK_B,107,Thesis-3T+2D,Raw,0.25451
8SYK_B,8SYK_B,107,Thesis-3T+2D,John_original,0.2573
8SYK_B,8SYK_B,107,Thesis-3T+2D,John_fixed,0.25721
8SYK_B,8SYK_B,107,Thesis-3T+2D,Simple,0.26271
8SYK_B,8SYK_B,107,Thesis-3T+2D,Geometry,0.25524
8T2P_A,8T2P_A,135,J-controlled,Raw,0.25673
8T2P_A,8T2P_A,135,J-controlled,John_original,0.25803
8T2P_A,8T2P_A,135,J-controlled,John_fixed,0.25798
8T2P_A,8T2P_A,135,J-controlled,Simple,0.26067
8T2P_A,8T2P_A,135,J-controlled,Geometry,0.26104
8T2P_A,8T2P_A,135,Thesis-3T+2D,Raw,0.33723
8T2P_A,8T2P_A,135,Thesis-3T+2D,John_original,0.33002
8T2P_A,8T2P_A,135,Thesis-3T+2D,John_fixed,0.33485
8T2P_A,8T2P_A,135,Thesis-3T+2D,Simple,0.3367
8T2P_A,8T2P_A,135,Thesis-3T+2D,Geometry,0.33619
8T2P_B,8T2P_B,152,J-controlled,Raw,0.37618
8T2P_B,8T2P_B,152,J-controlled,John_original,0.37561
8T2P_B,8T2P_B,152,J-controlled,John_fixed,0.37485
8T2P_B,8T2P_B,152,J-controlled,Simple,0.37701
8T2P_B,8T2P_B,152,J-controlled,Geometry,0.37691
8T2P_B,8T2P_B,152,Thesis-3T+2D,Raw,0.38452
8T2P_B,8T2P_B,152,Thesis-3T+2D,John_original,0.38352
8T2P_B,8T2P_B,152,Thesis-3T+2D,John_fixed,0.38405
8T2P_B,8T2P_B,152,Thesis-3T+2D,Simple,0.38562
8T2P_B,8T2P_B,152,Thesis-3T+2D,Geometry,0.38519
8T5O_A,8SYK_B,124,J-controlled,Raw,0.23481
8T5O_A,8SYK_B,124,J-controlled,John_original,0.21812
8T5O_A,8SYK_B,124,J-controlled,John_fixed,0.21808
8T5O_A,8SYK_B,124,J-controlled,Simple,0.2181
8T5O_A,8SYK_B,124,J-controlled,Geometry,0.21828
8T5O_A,8SYK_B,124,Thesis-3T+2D,Raw,0.41671
8T5O_A,8SYK_B,124,Thesis-3T+2D,John_original,0.40404
8T5O_A,8SYK_B,124,Thesis-3T+2D,John_fixed,0.41262
8T5O_A,8SYK_B,124,Thesis-3T+2D,Simple,0.41505
8T5O_A,8SYK_B,124,Thesis-3T+2D,Geometry,0.41601
8TUX_R,8TUX_R,95,J-controlled,Raw,0.22206
8TUX_R,8TUX_R,95,J-controlled,John_original,0.22281
8TUX_R,8TUX_R,95,J-controlled,John_fixed,0.21519
8TUX_R,8TUX_R,95,J-controlled,Simple,0.22417
8TUX_R,8TUX_R,95,J-controlled,Geometry,0.22277
8TUX_R,8TUX_R,95,Thesis-3T+2D,Raw,0.2452
8TUX_R,8TUX_R,95,Thesis-3T+2D,John_original,0.23717
8TUX_R,8TUX_R,95,Thesis-3T+2D,John_fixed,0.24398
8TUX_R,8TUX_R,95,Thesis-3T+2D,Simple,0.24893
8TUX_R,8TUX_R,95,Thesis-3T+2D,Geometry,0.24811
8TVZ_C,8TVZ_C,363,J-controlled,Raw,0.1886
8TVZ_C,8TVZ_C,363,J-controlled,John_original,0.18075
8TVZ_C,8TVZ_C,363,J-controlled,John_fixed,0.20482
8TVZ_C,8TVZ_C,363,J-controlled,Simple,0.20433
8TVZ_C,8TVZ_C,363,J-controlled,Geometry,0.20391
8TVZ_C,8TVZ_C,363,Thesis-3T+2D,Raw,0.34135
8TVZ_C,8TVZ_C,363,Thesis-3T+2D,John_original,0.33895
8TVZ_C,8TVZ_C,363,Thesis-3T+2D,John_fixed,0.34121
8TVZ_C,8TVZ_C,363,Thesis-3T+2D,Simple,0.34059
8TVZ_C,8TVZ_C,363,Thesis-3T+2D,Geometry,0.34102
8UB9_I,8UB9_I,140,J-controlled,Raw,0.19797
8UB9_I,8UB9_I,140,J-controlled,John_original,0.19552
8UB9_I,8UB9_I,140,J-controlled,John_fixed,0.20288
8UB9_I,8UB9_I,140,J-controlled,Simple,0.20721
8UB9_I,8UB9_I,140,J-controlled,Geometry,0.20055
8UB9_I,8UB9_I,140,Thesis-3T+2D,Raw,0.24296
8UB9_I,8UB9_I,140,Thesis-3T+2D,John_original,0.22801
8UB9_I,8UB9_I,140,Thesis-3T+2D,John_fixed,0.23849
8UB9_I,8UB9_I,140,Thesis-3T+2D,Simple,0.23048
8UB9_I,8UB9_I,140,Thesis-3T+2D,Geometry,0.23231
8UIW_N,8UIW_N,128,J-controlled,Raw,0.19868
8UIW_N,8UIW_N,128,J-controlled,John_original,0.20509
8UIW_N,8UIW_N,128,J-controlled,John_fixed,0.20097
8UIW_N,8UIW_N,128,J-controlled,Simple,0.2051
8UIW_N,8UIW_N,128,J-controlled,Geometry,0.22352
8UIW_N,8UIW_N,128,Thesis-3T+2D,Raw,0.36365
8UIW_N,8UIW_N,128,Thesis-3T+2D,John_original,0.36007
8UIW_N,8UIW_N,128,Thesis-3T+2D,John_fixed,0.36532
8UIW_N,8UIW_N,128,Thesis-3T+2D,Simple,0.36512
8UIW_N,8UIW_N,128,Thesis-3T+2D,Geometry,0.3657
8UMF_B,8UMF_B,131,J-controlled,Raw,0.63821
8UMF_B,8UMF_B,131,J-controlled,John_original,0.63384
8UMF_B,8UMF_B,131,J-controlled,John_fixed,0.63375
8UMF_B,8UMF_B,131,J-controlled,Simple,0.63918
8UMF_B,8UMF_B,131,J-controlled,Geometry,0.6393
8UMF_B,8UMF_B,131,Thesis-3T+2D,Raw,0.39941
8UMF_B,8UMF_B,131,Thesis-3T+2D,John_original,0.38605
8UMF_B,8UMF_B,131,Thesis-3T+2D,John_fixed,0.40071
8UMF_B,8UMF_B,131,Thesis-3T+2D,Simple,0.40241
8UMF_B,8UMF_B,131,Thesis-3T+2D,Geometry,0.40259
8UO6_B,8UO6_B,134,J-controlled,Raw,0.53481
8UO6_B,8UO6_B,134,J-controlled,John_original,0.53454
8UO6_B,8UO6_B,134,J-controlled,John_fixed,0.53638
8UO6_B,8UO6_B,134,J-controlled,Simple,0.53618
8UO6_B,8UO6_B,134,J-controlled,Geometry,0.53293
8UO6_B,8UO6_B,134,Thesis-3T+2D,Raw,0.63714
8UO6_B,8UO6_B,134,Thesis-3T+2D,John_original,0.6257
8UO6_B,8UO6_B,134,Thesis-3T+2D,John_fixed,0.63272
8UO6_B,8UO6_B,134,Thesis-3T+2D,Simple,0.63898
8UO6_B,8UO6_B,134,Thesis-3T+2D,Geometry,0.63901
8URQ_D,8URQ_D,31,J-controlled,Raw,0.162
8URQ_D,8URQ_D,31,J-controlled,John_original,0.16411
8URQ_D,8URQ_D,31,J-controlled,John_fixed,0.15101
8URQ_D,8URQ_D,31,J-controlled,Simple,0.14465
8URQ_D,8URQ_D,31,J-controlled,Geometry,0.1609
8URQ_D,8URQ_D,31,Thesis-3T+2D,Raw,0.19656
8URQ_D,8URQ_D,31,Thesis-3T+2D,John_original,0.20412
8URQ_D,8URQ_D,31,Thesis-3T+2D,John_fixed,0.20456
8URQ_D,8URQ_D,31,Thesis-3T+2D,Simple,0.20679
8URQ_D,8URQ_D,31,Thesis-3T+2D,Geometry,0.19875
8UZB_B,8UZB_B,107,J-controlled,Raw,0.74369
8UZB_B,8UZB_B,107,J-controlled,John_original,0.74132
8UZB_B,8UZB_B,107,J-controlled,John_fixed,0.73969
8UZB_B,8UZB_B,107,J-controlled,Simple,0.74158
8UZB_B,8UZB_B,107,J-controlled,Geometry,0.74356
8UZB_B,8UZB_B,107,Thesis-3T+2D,Raw,0.51335
8UZB_B,8UZB_B,107,Thesis-3T+2D,John_original,0.52612
8UZB_B,8UZB_B,107,Thesis-3T+2D,John_fixed,0.5178
8UZB_B,8UZB_B,107,Thesis-3T+2D,Simple,0.5152
8UZB_B,8UZB_B,107,Thesis-3T+2D,Geometry,0.51487
8VCI_A,8VCI_A,118,J-controlled,Raw,0.23447
8VCI_A,8VCI_A,118,J-controlled,John_original,0.22125
8VCI_A,8VCI_A,118,J-controlled,John_fixed,0.22127
8VCI_A,8VCI_A,118,J-controlled,Simple,0.22893
8VCI_A,8VCI_A,118,J-controlled,Geometry,0.22564
8VCI_A,8VCI_A,118,Thesis-3T+2D,Raw,0.27536
8VCI_A,8VCI_A,118,Thesis-3T+2D,John_original,0.27786
8VCI_A,8VCI_A,118,Thesis-3T+2D,John_fixed,0.28957
8VCI_A,8VCI_A,118,Thesis-3T+2D,Simple,0.28483
8VCI_A,8VCI_A,118,Thesis-3T+2D,Geometry,0.27998
8W2Z_B,8W2Z_B,158,J-controlled,Raw,0.39847
8W2Z_B,8W2Z_B,158,J-controlled,John_original,0.39471
8W2Z_B,8W2Z_B,158,J-controlled,John_fixed,0.39479
8W2Z_B,8W2Z_B,158,J-controlled,Simple,0.39698
8W2Z_B,8W2Z_B,158,J-controlled,Geometry,0.39763
8W2Z_B,8W2Z_B,158,Thesis-3T+2D,Raw,0.31163
8W2Z_B,8W2Z_B,158,Thesis-3T+2D,John_original,0.29792
8W2Z_B,8W2Z_B,158,Thesis-3T+2D,John_fixed,0.31019
8W2Z_B,8W2Z_B,158,Thesis-3T+2D,Simple,0.31161
8W2Z_B,8W2Z_B,158,Thesis-3T+2D,Geometry,0.31149
8WCE_G,8WCE_G,66,J-controlled,Raw,0.24013
8WCE_G,8WCE_G,66,J-controlled,John_original,0.24423
8WCE_G,8WCE_G,66,J-controlled,John_fixed,0.24574
8WCE_G,8WCE_G,66,J-controlled,Simple,0.24335
8WCE_G,8WCE_G,66,J-controlled,Geometry,0.24319
8WCE_G,8WCE_G,66,Thesis-3T+2D,Raw,0.29074
8WCE_G,8WCE_G,66,Thesis-3T+2D,John_original,0.28379
8WCE_G,8WCE_G,66,Thesis-3T+2D,John_fixed,0.29481
8WCE_G,8WCE_G,66,Thesis-3T+2D,Simple,0.29235
8WCE_G,8WCE_G,66,Thesis-3T+2D,Geometry,0.29228
8WMM_O,8WR4_N,127,J-controlled,Raw,0.41248
8WMM_O,8WR4_N,127,J-controlled,John_original,0.41175
8WMM_O,8WR4_N,127,J-controlled,John_fixed,0.41203
8WMM_O,8WR4_N,127,J-controlled,Simple,0.41371
8WMM_O,8WR4_N,127,J-controlled,Geometry,0.41429
8WMM_O,8WR4_N,127,Thesis-3T+2D,Raw,0.48133
8WMM_O,8WR4_N,127,Thesis-3T+2D,John_original,0.48147
8WMM_O,8WR4_N,127,Thesis-3T+2D,John_fixed,0.4645
8WMM_O,8WR4_N,127,Thesis-3T+2D,Simple,0.48146
8WMM_O,8WR4_N,127,Thesis-3T+2D,Geometry,0.48295
8WR4_N,8WR4_N,127,J-controlled,Raw,0.35626
8WR4_N,8WR4_N,127,J-controlled,John_original,0.35422
8WR4_N,8WR4_N,127,J-controlled,John_fixed,0.35053
8WR4_N,8WR4_N,127,J-controlled,Simple,0.35764
8WR4_N,8WR4_N,127,J-controlled,Geometry,0.35802
8WR4_N,8WR4_N,127,Thesis-3T+2D,Raw,0.44538
8WR4_N,8WR4_N,127,Thesis-3T+2D,John_original,0.45153
8WR4_N,8WR4_N,127,Thesis-3T+2D,John_fixed,0.44209
8WR4_N,8WR4_N,127,Thesis-3T+2D,Simple,0.44425
8WR4_N,8WR4_N,127,Thesis-3T+2D,Geometry,0.4445
8WUS_B,8WUS_B,115,J-controlled,Raw,0.75922
8WUS_B,8WUS_B,115,J-controlled,John_original,0.75904
8WUS_B,8WUS_B,115,J-controlled,John_fixed,0.75423
8WUS_B,8WUS_B,115,J-controlled,Simple,0.75736
8WUS_B,8WUS_B,115,J-controlled,Geometry,0.75916
8WUS_B,8WUS_B,115,Thesis-3T+2D,Raw,0.74315
8WUS_B,8WUS_B,115,Thesis-3T+2D,John_original,0.74121
8WUS_B,8WUS_B,115,Thesis-3T+2D,John_fixed,0.73348
8WUS_B,8WUS_B,115,Thesis-3T+2D,Simple,0.74104
8WUS_B,8WUS_B,115,Thesis-3T+2D,Geometry,0.74244
8WUT_B,8WUS_B,115,J-controlled,Raw,0.73325
8WUT_B,8WUS_B,115,J-controlled,John_original,0.73199
8WUT_B,8WUS_B,115,J-controlled,John_fixed,0.72364
8WUT_B,8WUS_B,115,J-controlled,Simple,0.7306
8WUT_B,8WUS_B,115,J-controlled,Geometry,0.7331
8WUT_B,8WUS_B,115,Thesis-3T+2D,Raw,0.76595
8WUT_B,8WUS_B,115,Thesis-3T+2D,John_original,0.76296
