target_id,cluster_id,seq_len,bank,setting,best5_tm
9G6K_lA,9G6K_lA,65,Thesis-3T+2D,Geometry-fixed-strength,0.28753
9G6K_lA,9G6K_lA,65,Thesis-3T+2D,Geometry-global-prior,0.28748
9G6K_lA,9G6K_lA,65,Thesis-3T+2D,Geometry-no-Rg,0.28748
9G6K_lA,9G6K_lA,65,Thesis-3T+2D,Simple,0.28826
9G6K_lB,9G6K_lB,45,J-controlled,Raw,0.11051
9G6K_lB,9G6K_lB,45,J-controlled,John-original,0.1032
9G6K_lB,9G6K_lB,45,J-controlled,John-fixed,0.12507
9G6K_lB,9G6K_lB,45,J-controlled,Simple,0.11126
9G6K_lB,9G6K_lB,45,J-controlled,Geometry,0.10909
9G6K_lB,9G6K_lB,45,Thesis-3T+2D,Raw,0.12374
9G6K_lB,9G6K_lB,45,Thesis-3T+2D,John-original,0.12975
9G6K_lB,9G6K_lB,45,Thesis-3T+2D,John-fixed,0.12716
9G6K_lB,9G6K_lB,45,Thesis-3T+2D,Geometry,0.1261
9G6K_lB,9G6K_lB,45,Thesis-3T+2D,Geometry-fixed-strength,0.12644
9G6K_lB,9G6K_lB,45,Thesis-3T+2D,Geometry-global-prior,0.12626
9G6K_lB,9G6K_lB,45,Thesis-3T+2D,Geometry-no-Rg,0.1261
9G6K_lB,9G6K_lB,45,Thesis-3T+2D,Simple,0.12583
9G6K_lK,9G6K_lK,38,J-controlled,Raw,0.13662
9G6K_lK,9G6K_lK,38,J-controlled,John-original,0.13724
9G6K_lK,9G6K_lK,38,J-controlled,John-fixed,0.13555
9G6K_lK,9G6K_lK,38,J-controlled,Simple,0.14573
9G6K_lK,9G6K_lK,38,J-controlled,Geometry,0.15047
9G6K_lK,9G6K_lK,38,Thesis-3T+2D,Raw,0.16384
9G6K_lK,9G6K_lK,38,Thesis-3T+2D,John-original,0.1595
9G6K_lK,9G6K_lK,38,Thesis-3T+2D,John-fixed,0.15864
9G6K_lK,9G6K_lK,38,Thesis-3T+2D,Geometry,0.16346
9G6K_lK,9G6K_lK,38,Thesis-3T+2D,Geometry-fixed-strength,0.16274
9G6K_lK,9G6K_lK,38,Thesis-3T+2D,Geometry-global-prior,0.1631
9G6K_lK,9G6K_lK,38,Thesis-3T+2D,Geometry-no-Rg,0.16348
9G6K_lK,9G6K_lK,38,Thesis-3T+2D,Simple,0.16326
8UP5_T,8UP5_T,76,J-controlled,Raw,0.81119
8UP5_T,8UP5_T,76,J-controlled,John-original,0.81115
8UP5_T,8UP5_T,76,J-controlled,John-fixed,0.80663
8UP5_T,8UP5_T,76,J-controlled,Simple,0.80911
8UP5_T,8UP5_T,76,J-controlled,Geometry,0.81181
8UP5_T,8UP5_T,76,Thesis-3T+2D,Raw,0.81116
8UP5_T,8UP5_T,76,Thesis-3T+2D,John-original,0.81112
8UP5_T,8UP5_T,76,Thesis-3T+2D,John-fixed,0.80661
8UP5_T,8UP5_T,76,Thesis-3T+2D,Geometry,0.81205
8UP5_T,8UP5_T,76,Thesis-3T+2D,Geometry-fixed-strength,0.80915
8UP5_T,8UP5_T,76,Thesis-3T+2D,Geometry-global-prior,0.81196
8UP5_T,8UP5_T,76,Thesis-3T+2D,Geometry-no-Rg,0.81195
8UP5_T,8UP5_T,76,Thesis-3T+2D,Simple,0.80916
9D85_T,8UP5_T,76,J-controlled,Raw,0.66786
9D85_T,8UP5_T,76,J-controlled,John-original,0.66517
9D85_T,8UP5_T,76,J-controlled,John-fixed,0.65529
9D85_T,8UP5_T,76,J-controlled,Simple,0.66503
9D85_T,8UP5_T,76,J-controlled,Geometry,0.66781
9D85_T,8UP5_T,76,Thesis-3T+2D,Raw,0.66869
9D85_T,8UP5_T,76,Thesis-3T+2D,John-original,0.66446
9D85_T,8UP5_T,76,Thesis-3T+2D,John-fixed,0.65528
9D85_T,8UP5_T,76,Thesis-3T+2D,Geometry,0.66733
9D85_T,8UP5_T,76,Thesis-3T+2D,Geometry-fixed-strength,0.66419
9D85_T,8UP5_T,76,Thesis-3T+2D,Geometry-global-prior,0.66736
9D85_T,8UP5_T,76,Thesis-3T+2D,Geometry-no-Rg,0.66794
9D85_T,8UP5_T,76,Thesis-3T+2D,Simple,0.66509
8Y03_G,8Y03_G,40,J-controlled,Raw,0.51367
8Y03_G,8Y03_G,40,J-controlled,John-original,0.50817
8Y03_G,8Y03_G,40,J-controlled,John-fixed,0.47047
8Y03_G,8Y03_G,40,J-controlled,Simple,0.50441
8Y03_G,8Y03_G,40,J-controlled,Geometry,0.51293
8Y03_G,8Y03_G,40,Thesis-3T+2D,Raw,0.50607
8Y03_G,8Y03_G,40,Thesis-3T+2D,John-original,0.498
8Y03_G,8Y03_G,40,Thesis-3T+2D,John-fixed,0.47344
8Y03_G,8Y03_G,40,Thesis-3T+2D,Geometry,0.49771
8Y03_G,8Y03_G,40,Thesis-3T+2D,Geometry-fixed-strength,0.48476
8Y03_G,8Y03_G,40,Thesis-3T+2D,Geometry-global-prior,0.49774
8Y03_G,8Y03_G,40,Thesis-3T+2D,Geometry-no-Rg,0.49783
8Y03_G,8Y03_G,40,Thesis-3T+2D,Simple,0.48917
8Y08_B,8Y03_G,40,J-controlled,Raw,0.84563
8Y08_B,8Y03_G,40,J-controlled,John-original,0.83777
8Y08_B,8Y03_G,40,J-controlled,John-fixed,0.7745
8Y08_B,8Y03_G,40,J-controlled,Simple,0.82826
8Y08_B,8Y03_G,40,J-controlled,Geometry,0.84384
8Y08_B,8Y03_G,40,Thesis-3T+2D,Raw,0.86188
8Y08_B,8Y03_G,40,Thesis-3T+2D,John-original,0.83921
8Y08_B,8Y03_G,40,Thesis-3T+2D,John-fixed,0.7745
8Y08_B,8Y03_G,40,Thesis-3T+2D,Geometry,0.8605
8Y08_B,8Y03_G,40,Thesis-3T+2D,Geometry-fixed-strength,0.84625
8Y08_B,8Y03_G,40,Thesis-3T+2D,Geometry-global-prior,0.86093
8Y08_B,8Y03_G,40,Thesis-3T+2D,Geometry-no-Rg,0.85852
8Y08_B,8Y03_G,40,Thesis-3T+2D,Simple,0.84225
8Y0B_B,8Y0B_B,58,J-controlled,Raw,0.66855
8Y0B_B,8Y0B_B,58,J-controlled,John-original,0.66853
8Y0B_B,8Y0B_B,58,J-controlled,John-fixed,0.64779
8Y0B_B,8Y0B_B,58,J-controlled,Simple,0.66955
8Y0B_B,8Y0B_B,58,J-controlled,Geometry,0.67134
8Y0B_B,8Y0B_B,58,Thesis-3T+2D,Raw,0.70397
8Y0B_B,8Y0B_B,58,Thesis-3T+2D,John-original,0.70232
8Y0B_B,8Y0B_B,58,Thesis-3T+2D,John-fixed,0.6907
8Y0B_B,8Y0B_B,58,Thesis-3T+2D,Geometry,0.7037
8Y0B_B,8Y0B_B,58,Thesis-3T+2D,Geometry-fixed-strength,0.70016
8Y0B_B,8Y0B_B,58,Thesis-3T+2D,Geometry-global-prior,0.70386
8Y0B_B,8Y0B_B,58,Thesis-3T+2D,Geometry-no-Rg,0.70369
8Y0B_B,8Y0B_B,58,Thesis-3T+2D,Simple,0.70265
8RR3_T,8RR3_T,81,J-controlled,Raw,0.43396
8RR3_T,8RR3_T,81,J-controlled,John-original,0.42609
8RR3_T,8RR3_T,81,J-controlled,John-fixed,0.42608
8RR3_T,8RR3_T,81,J-controlled,Simple,0.43444
8RR3_T,8RR3_T,81,J-controlled,Geometry,0.43436
8RR3_T,8RR3_T,81,Thesis-3T+2D,Raw,0.40886
8RR3_T,8RR3_T,81,Thesis-3T+2D,John-original,0.40493
8RR3_T,8RR3_T,81,Thesis-3T+2D,John-fixed,0.40646
8RR3_T,8RR3_T,81,Thesis-3T+2D,Geometry,0.40876
8RR3_T,8RR3_T,81,Thesis-3T+2D,Geometry-fixed-strength,0.40665
8RR3_T,8RR3_T,81,Thesis-3T+2D,Geometry-global-prior,0.41082
8RR3_T,8RR3_T,81,Thesis-3T+2D,Geometry-no-Rg,0.4106
8RR3_T,8RR3_T,81,Thesis-3T+2D,Simple,0.41054
