target_id,length,rank,candidate_id,global_confidence,sha256,finite,path
R1126,363,1,drfold2_e2e__cfg97_20ckpt_e2e__01,0.08969984203577042,77ea9b0afdb00a683ca172e156b6af68ca151dd848742d66d6825291a1ebf221,True,data/cache/geofuse_candidates/validation/R1126/drfold2_e2e__cfg97_20ckpt_e2e__01.npz
R1126,363,2,drfold2_e2e__cfg97_20ckpt_e2e__02,0.08756154030561447,aaa29e1b14d13bc1cfdb8ede208d8ba79dea61727cc7dd49c1bc120f63eb984e,True,data/cache/geofuse_candidates/validation/R1126/drfold2_e2e__cfg97_20ckpt_e2e__02.npz
R1126,363,3,drfold2_e2e__cfg97_20ckpt_e2e__03,0.0608641691505909,21caf8184bdd03e1831b271ef5a71aa7ddb42e46100857adf68b14f693afbb1f,True,data/cache/geofuse_candidates/validation/R1126/drfold2_e2e__cfg97_20ckpt_e2e__03.npz
R1126,363,4,drfold2_e2e__cfg97_20ckpt_e2e__04,0.058653175830841064,b97bc31d4594bd6c2ff1429dab515b3486b35e69f432adf7b49b4571a3791a2e,True,data/cache/geofuse_candidates/validation/R1126/drfold2_e2e__cfg97_20ckpt_e2e__04.npz
R1126,363,5,drfold2_e2e__cfg97_20ckpt_e2e__05,0.048133671283721924,a7276d4c9384ead70e800cdca90fec9a7e38b57fe0cac89c611f9d31fbe86226,True,data/cache/geofuse_candidates/validation/R1126/drfold2_e2e__cfg97_20ckpt_e2e__05.npz
R1128,238,1,drfold2_e2e__cfg97_20ckpt_e2e__01,0.4655691981315613,24f3c6577813eaedabd2b1db2b4d4109722b3e931dcb6ceaad8b3a345b6a6b7d,True,data/cache/geofuse_candidates/validation/R1128/drfold2_e2e__cfg97_20ckpt_e2e__01.npz
R1128,238,2,drfold2_e2e__cfg97_20ckpt_e2e__02,0.42666029930114746,0da1b0ee082e743d85d2052f40996b76bc6593537b41d06e99a8c2dc122da2b1,True,data/cache/geofuse_candidates/validation/R1128/drfold2_e2e__cfg97_20ckpt_e2e__02.npz
R1128,238,3,drfold2_e2e__cfg97_20ckpt_e2e__03,0.4193798303604126,42d898452615e5ef6bd78b52eab5dd5c9e3c0df103ce93b8e7c6c1daacde9744,True,data/cache/geofuse_candidates/validation/R1128/drfold2_e2e__cfg97_20ckpt_e2e__03.npz
R1128,238,4,drfold2_e2e__cfg97_20ckpt_e2e__04,0.41399991512298584,fcc31d898b413f1d2386f2e45a0e11d0cbe94a18f4f7aa6d8ddccb743e64a97d,True,data/cache/geofuse_candidates/validation/R1128/drfold2_e2e__cfg97_20ckpt_e2e__04.npz
R1128,238,5,drfold2_e2e__cfg97_20ckpt_e2e__05,0.40152034163475037,b47573a71ec6bc6b84c93dbd0bcfaeea2cb82f91724f838b5c762d502961b335,True,data/cache/geofuse_candidates/validation/R1128/drfold2_e2e__cfg97_20ckpt_e2e__05.npz
R1136,374,1,drfold2_e2e__cfg97_20ckpt_e2e__01,0.0849251002073288,571adc269903c9a4209136664e0f9c974b68c03d2cc49f8a0b41067c30694d47,True,data/cache/geofuse_candidates/validation/R1136/drfold2_e2e__cfg97_20ckpt_e2e__01.npz
R1136,374,2,drfold2_e2e__cfg97_20ckpt_e2e__02,0.07426463067531586,189cd3ce620965eb83a078bc8ae1f630cc3eb17886f9e3fbf3fb0c97a79d0bff,True,data/cache/geofuse_candidates/validation/R1136/drfold2_e2e__cfg97_20ckpt_e2e__02.npz
R1136,374,3,drfold2_e2e__cfg97_20ckpt_e2e__03,0.07206184417009354,48f306b83d2182b03f1d940a7ca50453f490e982470f705b981d4d04b4a87a5d,True,data/cache/geofuse_candidates/validation/R1136/drfold2_e2e__cfg97_20ckpt_e2e__03.npz
R1136,374,4,drfold2_e2e__cfg97_20ckpt_e2e__04,0.07004431635141373,afba1a1a13003c71fadc1ee4991e913b0d5ce6b1fd1c95508d942afa31dd94b6,True,data/cache/geofuse_candidates/validation/R1136/drfold2_e2e__cfg97_20ckpt_e2e__04.npz
R1136,374,5,drfold2_e2e__cfg97_20ckpt_e2e__05,0.052373845130205154,ca3435c8df8fb2c6aa0d9e2e4e53b68c108313e5e424b415982ff451339b938e,True,data/cache/geofuse_candidates/validation/R1136/drfold2_e2e__cfg97_20ckpt_e2e__05.npz
R1149,124,1,drfold2_e2e__cfg97_20ckpt_e2e__01,0.29699093103408813,535c156f177774e117e29bd63d2b17a4ef229e7265b41010c9f7abc375201fa4,True,data/cache/geofuse_candidates/validation/R1149/drfold2_e2e__cfg97_20ckpt_e2e__01.npz
R1149,124,2,drfold2_e2e__cfg97_20ckpt_e2e__02,0.2778417766094208,2d97ad9387b7b5cd8417ee4183aaa6b676481385c3f6ad335e77ab92cf187a1a,True,data/cache/geofuse_candidates/validation/R1149/drfold2_e2e__cfg97_20ckpt_e2e__02.npz
R1149,124,3,drfold2_e2e__cfg97_20ckpt_e2e__03,0.2764408588409424,1ec7f00b11762447045786b3a06867aa820f2b38809a3df190145d79db6281f5,True,data/cache/geofuse_candidates/validation/R1149/drfold2_e2e__cfg97_20ckpt_e2e__03.npz
R1149,124,4,drfold2_e2e__cfg97_20ckpt_e2e__04,0.27310118079185486,30441c6e5e42d24f03c8c3ee6a20c2fb5f116890fbdc010ef828136d451634a6,True,data/cache/geofuse_candidates/validation/R1149/drfold2_e2e__cfg97_20ckpt_e2e__04.npz
R1149,124,5,drfold2_e2e__cfg97_20ckpt_e2e__05,0.27086254954338074,825ad9810be30960e007c4c49bf30177fad864c680f74dacbcf7688b428099b2,True,data/cache/geofuse_candidates/validation/R1149/drfold2_e2e__cfg97_20ckpt_e2e__05.npz
R1156,135,1,drfold2_e2e__cfg97_20ckpt_e2e__01,0.17412351071834564,cfac0c0caf70e242647fe5ecaf95d89eccb8ec0c0c0b3d69b0abd6536c16afc9,True,data/cache/geofuse_candidates/validation/R1156/drfold2_e2e__cfg97_20ckpt_e2e__01.npz
R1156,135,2,drfold2_e2e__cfg97_20ckpt_e2e__02,0.15128645300865173,dedefe8cdc4e9b15f224cf39ab51b1a16710ffc48c929fb116e7af726aebc4b8,True,data/cache/geofuse_candidates/validation/R1156/drfold2_e2e__cfg97_20ckpt_e2e__02.npz
R1156,135,3,drfold2_e2e__cfg97_20ckpt_e2e__03,0.1321869045495987,6c0ea1a442bb45b90acffd172d8b375d2f240bcef2281f6ab7583be1f8242479,True,data/cache/geofuse_candidates/validation/R1156/drfold2_e2e__cfg97_20ckpt_e2e__03.npz
R1156,135,4,drfold2_e2e__cfg97_20ckpt_e2e__04,0.13129112124443054,596a0280cd8df9e12a925e77f090b10301e7cf4d124386236ddac112372a8811,True,data/cache/geofuse_candidates/validation/R1156/drfold2_e2e__cfg97_20ckpt_e2e__04.npz
R1156,135,5,drfold2_e2e__cfg97_20ckpt_e2e__05,0.12676027417182922,d99308c1805ab9c7532aabe699c73a03cf854b230ff345b0cc992e232e429be3,True,data/cache/geofuse_candidates/validation/R1156/drfold2_e2e__cfg97_20ckpt_e2e__05.npz
R1189,118,1,drfold2_e2e__cfg97_20ckpt_e2e__01,0.18168282508850098,c636052f2462a38c86146511897b939b4ba9a44f2531c47673936435d892d518,True,data/cache/geofuse_candidates/validation/R1189/drfold2_e2e__cfg97_20ckpt_e2e__01.npz
R1189,118,2,drfold2_e2e__cfg97_20ckpt_e2e__02,0.14469732344150543,67b4d77083a19db32bb4fdd8cdb075d2a16d66c213be758e570478574791e76d,True,data/cache/geofuse_candidates/validation/R1189/drfold2_e2e__cfg97_20ckpt_e2e__02.npz
R1189,118,3,drfold2_e2e__cfg97_20ckpt_e2e__03,0.1366313099861145,9fbd2c573fb4edf0377e37d16aca43e6b082d758228e444a727286c7e47ddea2,True,data/cache/geofuse_candidates/validation/R1189/drfold2_e2e__cfg97_20ckpt_e2e__03.npz
R1189,118,4,drfold2_e2e__cfg97_20ckpt_e2e__04,0.11117435246706009,f3946a0f76c3b0940827e212d52f0a1101888d03a3a5874354dca7fb7690f8da,True,data/cache/geofuse_candidates/validation/R1189/drfold2_e2e__cfg97_20ckpt_e2e__04.npz
R1189,118,5,drfold2_e2e__cfg97_20ckpt_e2e__05,0.11031898856163025,3fb06c4f62cecaccc8a3a3ad6fd72986149d90c8f5902f1e2db15951edab46ff,True,data/cache/geofuse_candidates/validation/R1189/drfold2_e2e__cfg97_20ckpt_e2e__05.npz
R1190,118,1,drfold2_e2e__cfg97_20ckpt_e2e__01,0.18168282508850098,6ebeaddfa2883a19d5425f94b598bb0b5c9a7d7653954af01268b5358a0fd519,True,data/cache/geofuse_candidates/validation/R1190/drfold2_e2e__cfg97_20ckpt_e2e__01.npz
R1190,118,2,drfold2_e2e__cfg97_20ckpt_e2e__02,0.14469732344150543,79e759c7b3da46db774f3dfee50d6c288c148a9b2c040986e69334440c533340,True,data/cache/geofuse_candidates/validation/R1190/drfold2_e2e__cfg97_20ckpt_e2e__02.npz
R1190,118,3,drfold2_e2e__cfg97_20ckpt_e2e__03,0.1366313099861145,2f7117321b62c197d701645127b8939a337feab4854f3f4415c563aaff14f597,True,data/cache/geofuse_candidates/validation/R1190/drfold2_e2e__cfg97_20ckpt_e2e__03.npz
R1190,118,4,drfold2_e2e__cfg97_20ckpt_e2e__04,0.11117435246706009,b82ca391752d2c76709efbec9713aca20919b1a127756a9b483fc12c543e2801,True,data/cache/geofuse_candidates/validation/R1190/drfold2_e2e__cfg97_20ckpt_e2e__04.npz
R1190,118,5,drfold2_e2e__cfg97_20ckpt_e2e__05,0.11031898856163025,9401f147dcae780692328bbb73f3bc7532adc178dd3d85328dc6018b55b29966,True,data/cache/geofuse_candidates/validation/R1190/drfold2_e2e__cfg97_20ckpt_e2e__05.npz
